Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1JJCA,2018.06,3706.952,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2018.09,3741.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2018.12,3752.926,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2019.03,3670.674,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2019.06,3830.499,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2019.09,3728.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2019.12,4045.656,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2020.03,3724.404,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2020.06,3515.44,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2020.09,3713.045,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2020.12,4000.303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2021.03,3794.209,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2021.06,4041.381,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCA,2021.09,3953.567,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Unadjusted,
BDCQ.SF1JJCS,2016.06,3497.474,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2016.09,3686.892,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2016.12,3726.496,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2017.03,3646.739,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2017.06,3605.416,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2017.09,3742.768,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2017.12,3687.847,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2018.03,3637.454,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2018.06,3706.952,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2018.09,3741.137,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2018.12,3752.926,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2019.03,3670.674,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2019.06,3830.499,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2019.09,3728.969,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2019.12,4045.656,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2020.03,3724.404,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2020.06,3515.44,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2020.09,3713.045,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2020.12,4000.303,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2021.03,3794.209,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2021.06,4041.381,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCS,2021.09,3953.567,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Seasonally adjusted,
BDCQ.SF1JJCT,2016.06,3542.287,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2016.09,3644.676,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2016.12,3686.664,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2017.03,3672.38,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2017.06,3663.181,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2017.09,3677.529,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2017.12,3684.742,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2018.03,3680.042,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2018.06,3698.186,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2018.09,3722.21,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2018.12,3735.352,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2019.03,3726.142,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2019.06,3772.338,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2019.09,3832.636,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2019.12,3871.097,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2020.03,3838.695,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2021.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1JJCT,2021.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Information Media and Telecommunications,Current,Trend,
BDCQ.SF1LL1CA,2016.06,6792.689,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2016.09,6352.806,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2016.12,7496.077,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.03,6480.287,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.06,7125.573,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.09,6531.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.12,8050.852,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.03,7031.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.06,8043.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.09,7672.916,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.12,8219.079,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.03,7411.122,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.06,7680.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.09,7895.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.12,8476.769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.03,7785.523,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.06,6844.56,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.09,7716.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.12,8908.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2021.03,8420.492,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2021.06,9153.746,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2021.09,8960.461,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CS,2016.06,6749.905,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2016.09,6608.103,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2016.12,6882.971,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2017.03,6865.916,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2017.06,7079.152,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2017.09,6798.593,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2017.12,7405.19,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2018.03,7430.358,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2018.06,7990.037,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2018.09,7988.952,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2018.12,7576.324,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2019.03,7819.679,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2019.06,7619.003,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2019.09,8216.273,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2019.12,7842.075,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2020.03,8205.36,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
BDCQ.SF1LL1CS,2020.06,6770.075,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Seasonally adjusted,
